timestamp,heart_rate,oxygen_saturation,respiration_rate,body_temperature,hydration_level,speed,acceleration,endurance_score,agility_score,reaction_time,workload,fatigue_index,feature_1,feature_2,feature_3,feature_4,feature_5,performance_score,performance_category
2023-01-01 00:00:00,105.56291604439394,91.8513292883862,15.23411367471812,38.01810898262669,70.03971147985149,5.7554486419420945,3.417156293350199,3.879945472888746,72.02679239473956,469.75230399094323,436.27673662002866,0.5330305614882556,0.308612643068112,0.9486352744088282,-0.8536498024639958,-0.0006595125418931147,-0.9911967819924274,0.38754802854731507,Medium
2023-01-01 00:01:00,183.34643136533867,95.41900947378358,14.939575981439997,38.39004419157412,86.38026305099905,6.31404961562515,1.275738629473248,18.677252823112934,68.72830044131277,333.87616863682433,399.62088660826294,0.13789882173033396,-0.8399348604681267,-0.9656540186752609,-0.8210432340351652,0.4934935450251885,-0.9993396814810471,0.48352757591365264,Medium
2023-01-01 00:02:00,153.8191821445397,98.72945835876408,28.125091610420732,36.751403696377494,83.21126508531114,8.981831752415262,4.425775535096667,83.12458050899426,9.575419866335766,403.7185951426295,258.538521252574,0.5912429057506141,-0.515340377092522,0.895303306162178,0.3039474278459213,0.12533356131266626,-0.05547307840956939,0.5404032635879386,Medium
2023-01-01 00:03:00,135.81889536659995,97.32224886409561,14.990923996990123,37.874622298820995,40.772993328564155,5.380030702419245,3.259023075811587,76.67683563383358,92.25724049058,302.6169042904057,646.5400030913391,0.31478562371695795,0.5473586929585015,-0.2626451523017106,-0.026118573521503485,-0.8333948337764072,-0.9414125899892587,0.6840845772735988,High
2023-01-01 00:04:00,76.06251645972893,98.0656114786145,15.43899452257262,37.71523794943125,40.44746288190318,9.0875477936852,1.2074174760062941,35.06426914571469,56.84722021568196,370.51210213985337,528.9617444577659,0.05234876680960243,0.05737170735763941,-0.979819189956237,0.5808305006384205,-0.6288395264328892,0.9490651073247491,0.5428107340576582,Medium
2023-01-01 00:05:00,76.05926024538735,96.58783366710718,25.187965248359276,38.49849113036481,48.77220574214393,3.6169410168368406,4.8305212586654305,37.681062777421246,36.372552113568425,269.2015780973916,879.1308930916033,0.9486561577065649,0.8559381235740895,0.37831446344901654,0.8325416746870629,-0.5613436319381617,-0.5558696509172161,0.394753404511349,Medium
2023-01-01 00:06:00,62.84128764270693,96.92276564517853,18.9947968490108,38.71826118144378,55.275230843872606,8.437589060460414,2.832644585008943,53.35544335535795,75.65385834953067,255.40565692490588,128.89862243385244,0.6414903690642878,-0.14249718331729144,0.9610806080627083,-0.22326624465690492,-0.4842714927103102,-0.05467054127031057,0.5950678002574263,Medium
2023-01-01 00:07:00,171.93377967961624,98.49195651565319,25.534211139103625,36.03647031443216,58.59189069859379,8.932833431383155,0.8280430334224476,0.02410046851345493,25.736545840163405,352.3804251593298,679.4811347996138,0.876918931870847,0.7396247316278461,0.931251445675185,0.19282005316929252,0.13080678390100853,-0.8777247399755528,0.26483473766238075,Low
2023-01-01 00:08:00,136.15052658533318,92.49668008859186,11.307323151287704,38.02205975717638,77.57880517833416,4.2727235698613715,3.3207480698678027,24.124433603802785,69.35098370463204,324.34538596439313,786.653990660405,0.6760560050132531,-0.10208912504352496,-0.6781259775951631,0.0013932555906197575,0.007931559650786957,0.044096832342517045,0.43080684982274176,Medium
2023-01-01 00:09:00,150.58979800246613,94.89424963643141,19.751423873467687,36.15550739735919,33.967630251608476,6.012425726605403,1.639395081557646,20.823180860821445,3.971120757224722,352.8377292024934,783.5379122694764,0.35698369214011294,0.9584965574039706,-0.63750438786769,0.9632213112848658,-0.5936799232715821,-0.24008774970518298,0.32357560861497203,Low
2023-01-01 00:10:00,57.77890672993333,92.21209441819602,10.672272003665652,37.64657599523207,32.42708929582464,4.158498422645589,4.116620533447861,25.048294674976347,83.9408037609272,250.33120345045805,897.4665703859725,0.5126880723288114,0.9196687627977536,0.1310778292393202,0.6621688147131903,-0.8648903130886259,-0.9106799422455525,0.5232096593334772,Medium
2023-01-01 00:11:00,185.93783004186923,99.87668007996646,11.25306406910709,36.86289818713104,57.43373940607363,7.9462289029595246,4.180199331047858,80.59058425334413,44.81708470213185,278.43524113594833,756.1303685465447,0.6757467603471771,-0.34172658888783936,0.27460965285664884,0.8234754165547071,-0.6571355910505638,-0.3297514666075505,0.6090154638101131,Medium
2023-01-01 00:12:00,167.37975650805691,99.44059339686613,28.12874906688822,36.92032979856642,78.80145844965864,6.747434376431597,4.905263101345978,27.967385654644318,63.66929143579417,179.36428622011826,935.0290554829267,0.9602523252014376,0.7718473408336064,0.47883582733173125,-0.49131982484479164,0.9687626252372066,-0.21712795955428876,0.49872669003534165,Medium
2023-01-01 00:13:00,83.66577994156728,90.39426811368506,12.784907422351903,37.05887551035707,43.54047400695378,7.447263426958247,2.7584128896102666,19.152132205014816,22.123781980668365,168.296730295272,399.3909398388023,0.2536694591216965,0.6952227484312985,-0.637899279055705,0.5450528463251887,-0.06290610041705547,0.97984298254988,0.47046566571361675,Medium
